,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
10731,12.0,90,12.5,77.0,overcast,995.56,0,Spring,2.0,mountain,Rainy
8168,-4.0,90,1.0,87.0,overcast,995.53,0,Winter,2.5,mountain,Snowy
6278,-2.0,90,8.5,59.0,overcast,999.51,1,Winter,4.0,inland,Snowy
1922,29.0,90,18.5,57.0,overcast,1004.04,2,Winter,3.5,coastal,Rainy
8651,-7.0,90,1.0,83.0,overcast,982.11,0,Winter,4.0,mountain,Snowy
5540,-3.0,90,7.0,97.0,partly cloudy,989.68,0,Winter,3.5,inland,Snowy
6164,21.0,90,17.0,60.0,partly cloudy,998.15,2,Autumn,4.0,inland,Rainy
10246,-4.0,90,30.0,100.0,overcast,984.37,3,Winter,4.5,inland,Snowy
11234,23.0,90,16.0,107.0,overcast,1004.52,13,Winter,1.5,mountain,Cloudy
8194,-10.0,90,12.0,60.0,partly cloudy,982.49,1,Winter,5.0,inland,Snowy
1244,31.0,90,5.0,57.0,partly cloudy,996.58,3,Spring,5.0,inland,Rainy
151,-9.0,90,1.5,97.0,overcast,999.08,1,Winter,4.5,mountain,Snowy
11736,0.0,90,13.5,94.0,overcast,988.26,1,Winter,3.5,inland,Snowy
1503,-3.0,90,16.5,55.0,overcast,988.24,1,Winter,1.5,inland,Snowy
8654,-9.0,90,2.5,53.0,overcast,985.65,0,Winter,2.0,mountain,Snowy
9546,1.0,90,5.0,97.0,overcast,993.93,3,Winter,0.5,inland,Snowy
12627,16.0,90,13.0,81.0,overcast,1000.72,2,Autumn,2.0,coastal,Rainy
4257,-6.0,90,5.5,88.0,overcast,987.46,0,Winter,4.5,inland,Snowy
3893,19.0,89,9.0,56.0,partly cloudy,992.21,3,Autumn,2.0,inland,Rainy
7227,61.0,89,0.5,88.0,clear,1020.29,9,Spring,11.5,mountain,Sunny
9694,0.0,89,4.5,64.0,overcast,989.25,1,Winter,1.5,inland,Snowy
3785,20.0,89,17.0,96.0,partly cloudy,1012.81,5,Winter,9.0,inland,Cloudy
2445,0.0,89,9.5,87.0,partly cloudy,996.6,1,Winter,2.0,mountain,Snowy
9745,29.0,89,5.5,94.0,overcast,1002.95,3,Spring,2.0,mountain,Rainy
9129,3.0,89,8.5,72.0,overcast,989.12,0,Winter,3.5,inland,Snowy
1373,21.0,89,13.0,85.0,partly cloudy,1006.31,2,Spring,4.0,inland,Rainy
1226,4.0,89,10.5,89.0,overcast,981.38,6,Winter,0.5,inland,Snowy
11559,24.0,89,6.5,59.0,overcast,995.79,0,Spring,4.0,inland,Rainy
2317,15.0,89,10.0,75.0,partly cloudy,1008.06,0,Summer,2.5,mountain,Rainy
7398,17.0,89,2.5,71.0,partly cloudy,1014.11,12,Winter,9.5,inland,Cloudy
3882,-21.0,89,20.5,83.0,overcast,982.92,4,Winter,2.5,mountain,Snowy
1286,30.0,89,19.0,86.0,overcast,1010.22,0,Spring,2.5,mountain,Rainy
4576,12.0,89,14.5,74.0,overcast,995.19,1,Summer,1.5,inland,Rainy
9119,34.0,89,16.5,85.0,partly cloudy,1005.51,1,Autumn,1.0,mountain,Rainy
2679,-9.0,89,8.0,65.0,overcast,992.01,1,Winter,2.0,inland,Snowy
7259,-7.0,89,11.5,96.0,overcast,998.5,1,Winter,4.0,inland,Snowy
12701,-11.0,89,16.5,94.0,overcast,986.05,0,Winter,1.5,mountain,Snowy
5012,34.0,89,12.0,62.0,partly cloudy,1013.2,1,Spring,2.5,inland,Rainy
7442,-2.0,89,11.0,97.0,overcast,994.87,0,Winter,2.0,inland,Snowy
1037,2.0,89,11.5,94.0,overcast,993.3,1,Winter,3.5,mountain,Snowy
12831,19.0,89,16.0,96.0,partly cloudy,1010.48,1,Spring,1.5,mountain,Rainy
11426,-8.0,89,2.5,55.0,overcast,989.95,0,Winter,4.0,mountain,Snowy
12769,29.0,89,12.0,61.0,overcast,1000.36,1,Winter,4.5,inland,Rainy
4787,0.0,89,15.0,96.0,overcast,997.33,1,Winter,2.0,inland,Snowy
326,-4.0,89,15.5,75.0,partly cloudy,994.04,1,Winter,2.5,mountain,Snowy
4950,29.0,89,17.5,93.0,overcast,991.2,1,Summer,1.0,inland,Rainy
7475,-10.0,89,41.5,78.0,partly cloudy,986.47,3,Winter,2.5,mountain,Snowy
10297,-9.0,89,17.0,87.0,overcast,980.71,0,Winter,1.5,inland,Snowy
1277,55.0,89,16.5,93.0,partly cloudy,1006.96,12,Summer,8.5,mountain,Cloudy
2499,14.0,89,14.0,91.0,overcast,998.14,0,Winter,3.0,inland,Rainy
11524,18.0,89,10.5,97.0,partly cloudy,991.64,2,Winter,3.5,mountain,Rainy
7010,-10.0,89,15.0,72.0,overcast,996.7,0,Winter,4.5,mountain,Snowy
3802,-7.0,89,4.5,57.0,overcast,980.41,0,Winter,2.0,inland,Snowy
5085,109.0,89,3.0,96.0,clear,1012.84,13,Spring,7.5,inland,Sunny
4846,-2.0,89,13.0,97.0,partly cloudy,984.69,0,Winter,4.5,mountain,Snowy
12846,11.0,89,6.5,56.0,partly cloudy,998.4,1,Autumn,3.5,coastal,Rainy
10320,-9.0,89,18.5,51.0,overcast,995.59,0,Winter,5.0,inland,Snowy
4639,1.0,89,5.0,93.0,partly cloudy,997.29,0,Winter,4.5,inland,Snowy
726,3.0,89,17.0,80.0,partly cloudy,980.91,1,Winter,4.5,mountain,Snowy
7012,17.0,89,18.0,82.0,overcast,1010.8,0,Summer,3.5,coastal,Rainy
12660,2.0,89,16.5,76.0,overcast,991.63,0,Winter,1.0,inland,Snowy
10133,-3.0,89,0.5,69.0,overcast,997.46,0,Winter,4.5,mountain,Snowy
11518,-7.0,89,26.5,90.0,partly cloudy,983.6,4,Winter,1.5,mountain,Snowy
5093,67.0,89,11.0,97.0,overcast,1014.23,2,Summer,1.0,mountain,Rainy
8393,15.0,89,17.0,52.0,overcast,1018.76,3,Spring,4.0,mountain,Rainy
10137,22.0,89,8.5,98.0,overcast,1017.79,1,Summer,2.5,coastal,Rainy
4823,2.0,89,0.0,80.0,overcast,985.58,1,Winter,4.5,mountain,Snowy
7478,26.0,89,8.0,83.0,partly cloudy,1010.52,8,Spring,11.5,mountain,Sunny
7271,-3.0,89,13.0,88.0,overcast,990.17,0,Winter,3.5,mountain,Snowy
288,-7.0,89,1.0,63.0,overcast,993.79,1,Winter,4.0,mountain,Snowy
2378,4.0,89,7.0,61.0,partly cloudy,986.03,1,Winter,1.5,inland,Snowy
1285,70.0,89,14.5,105.0,overcast,1011.2,14,Winter,4.0,inland,Rainy
5118,9.0,89,10.0,101.0,partly cloudy,1008.21,0,Spring,3.0,coastal,Rainy
7153,12.0,89,12.0,56.0,overcast,993.17,0,Winter,5.0,inland,Rainy
12351,11.0,89,15.0,53.0,overcast,1010.86,2,Summer,1.0,mountain,Rainy
10025,70.0,89,15.5,90.0,partly cloudy,1010.13,12,Summer,6.5,coastal,Sunny
2745,24.0,89,31.0,98.0,partly cloudy,1013.05,1,Autumn,5.0,mountain,Rainy
7383,18.0,89,6.5,92.0,overcast,1013.9,1,Winter,3.5,coastal,Rainy
3344,23.0,89,17.5,95.0,partly cloudy,1017.57,5,Autumn,0.5,inland,Rainy
3878,-4.0,89,1.0,96.0,overcast,985.17,0,Winter,2.5,mountain,Snowy
5065,23.0,89,40.5,70.0,overcast,1012.12,0,Summer,3.5,inland,Rainy
12610,43.0,89,5.5,81.0,clear,1016.51,0,Winter,6.5,mountain,Sunny
12239,24.0,89,12.5,69.0,partly cloudy,995.3,3,Winter,3.5,mountain,Rainy
469,-8.0,89,7.0,75.0,partly cloudy,987.39,1,Winter,4.0,inland,Snowy
263,12.0,89,17.5,75.0,overcast,997.65,2,Autumn,2.0,inland,Rainy
998,-10.0,89,9.5,93.0,partly cloudy,982.68,0,Winter,3.5,mountain,Snowy
7104,23.0,89,15.5,100.0,clear,1021.18,13,Winter,3.5,coastal,Sunny
10223,23.0,89,26.0,103.0,overcast,998.67,5,Winter,2.5,mountain,Rainy
10525,22.0,89,17.5,97.0,partly cloudy,1004.21,0,Spring,4.0,coastal,Rainy
5700,32.0,89,11.5,57.0,partly cloudy,1019.84,1,Spring,4.5,mountain,Rainy
11074,17.0,89,15.5,65.0,overcast,1014.24,1,Summer,5.0,inland,Rainy
10636,1.0,89,10.0,80.0,overcast,990.69,1,Winter,3.0,mountain,Snowy
152,1.0,89,7.5,76.0,partly cloudy,982.22,1,Winter,4.5,inland,Snowy
560,34.0,89,5.5,85.0,partly cloudy,994.36,0,Spring,1.5,mountain,Rainy
8061,4.0,89,9.5,90.0,overcast,991.74,0,Winter,1.5,mountain,Snowy
6385,-9.0,89,3.5,94.0,overcast,986.09,1,Winter,2.5,inland,Snowy
11079,14.0,89,7.0,74.0,partly cloudy,1003.26,0,Spring,4.5,mountain,Rainy
13092,27.0,89,13.0,68.0,partly cloudy,991.42,3,Spring,3.0,inland,Rainy
11175,19.0,89,6.5,50.0,overcast,1004.04,1,Spring,2.5,coastal,Rainy
5757,-3.0,89,8.0,70.0,overcast,980.93,1,Winter,3.5,inland,Snowy
11163,11.0,89,23.5,92.0,overcast,1011.31,14,Summer,4.0,inland,Cloudy
2978,32.0,89,18.0,60.0,overcast,991.38,1,Autumn,2.5,inland,Rainy
7857,13.0,89,19.0,75.0,overcast,1016.18,2,Spring,2.5,coastal,Rainy
6346,11.0,89,18.0,70.0,overcast,1016.69,3,Autumn,1.0,coastal,Rainy
5755,0.0,89,11.5,73.0,overcast,981.91,1,Winter,4.0,mountain,Snowy
8535,26.0,89,14.5,84.0,overcast,993.68,2,Winter,3.5,mountain,Rainy
13095,15.0,89,16.0,50.0,partly cloudy,991.07,2,Autumn,4.0,mountain,Rainy
10537,2.0,89,9.5,93.0,partly cloudy,991.88,1,Winter,3.0,inland,Snowy
7893,25.0,89,16.0,87.0,overcast,992.15,0,Winter,2.5,inland,Rainy
549,0.0,89,19.5,54.0,overcast,994.67,0,Winter,3.5,mountain,Snowy
11322,1.0,89,4.5,71.0,partly cloudy,997.25,0,Winter,1.5,inland,Snowy
10544,36.0,89,16.5,99.0,partly cloudy,1023.65,7,Spring,5.0,coastal,Sunny
11719,1.0,89,5.5,66.0,partly cloudy,997.06,1,Winter,4.0,mountain,Snowy
4181,-4.0,89,1.0,89.0,partly cloudy,987.55,1,Winter,3.0,inland,Snowy
1586,-4.0,89,18.0,87.0,partly cloudy,987.18,1,Winter,3.0,mountain,Snowy
10574,0.0,89,6.5,98.0,overcast,996.48,6,Winter,3.0,inland,Snowy
9561,63.0,89,28.0,99.0,partly cloudy,1007.06,2,Spring,1.0,mountain,Rainy
6080,27.0,89,16.0,59.0,overcast,1012.16,2,Winter,4.0,mountain,Rainy
9568,-8.0,89,12.0,65.0,overcast,989.19,0,Winter,2.0,mountain,Snowy
10599,2.0,89,7.5,52.0,overcast,997.95,0,Winter,4.5,inland,Snowy
11810,-6.0,89,9.5,98.0,partly cloudy,998.36,0,Winter,3.0,inland,Snowy
13102,15.0,89,8.5,80.0,partly cloudy,1010.68,6,Autumn,5.5,inland,Cloudy
1126,12.0,89,19.0,98.0,overcast,991.74,0,Winter,4.5,coastal,Rainy
1514,20.0,89,18.0,68.0,overcast,1019.78,2,Autumn,4.5,coastal,Rainy
5394,43.0,89,18.5,79.0,clear,1016.54,2,Autumn,8.0,coastal,Sunny
6123,24.0,89,14.0,80.0,overcast,1005.61,3,Summer,4.0,coastal,Rainy
11264,27.0,89,12.0,99.0,overcast,995.58,0,Summer,1.5,inland,Rainy
9472,3.0,89,1.5,56.0,overcast,996.99,1,Winter,3.0,mountain,Snowy
7743,2.0,89,14.5,86.0,partly cloudy,980.18,0,Winter,1.5,inland,Snowy
8021,44.0,89,11.0,77.0,clear,1023.68,4,Winter,7.0,coastal,Sunny
11240,-5.0,89,5.5,63.0,overcast,999.96,0,Winter,4.5,mountain,Snowy
5475,13.0,89,8.0,75.0,partly cloudy,992.43,1,Winter,2.5,inland,Rainy
10775,63.0,89,16.0,83.0,clear,1018.37,6,Autumn,3.0,coastal,Sunny
1540,-5.0,89,5.0,64.0,overcast,994.57,0,Winter,5.0,mountain,Snowy
12537,-10.0,89,12.5,90.0,overcast,995.44,1,Winter,3.5,mountain,Snowy
7758,2.0,89,10.0,60.0,overcast,986.09,1,Winter,1.0,inland,Snowy
11901,15.0,89,32.0,86.0,partly cloudy,1016.42,1,Summer,2.0,mountain,Rainy
1942,22.0,89,6.0,76.0,overcast,1015.07,1,Autumn,2.0,inland,Rainy
5485,23.0,89,19.5,52.0,overcast,992.98,3,Spring,3.0,inland,Rainy
9456,-4.0,89,29.5,103.0,overcast,989.59,14,Winter,1.5,mountain,Snowy
10801,-4.0,89,10.5,64.0,overcast,993.11,0,Winter,1.0,inland,Snowy
1912,2.0,89,14.5,65.0,overcast,995.91,1,Winter,4.0,mountain,Snowy
11050,11.0,89,13.5,73.0,overcast,1012.51,3,Summer,1.5,mountain,Rainy
6242,36.0,89,0.5,73.0,partly cloudy,1006.71,13,Summer,2.5,coastal,Cloudy
8837,3.0,89,8.0,85.0,overcast,983.37,1,Winter,4.5,inland,Snowy
1996,12.0,89,6.5,86.0,overcast,992.27,2,Summer,1.5,coastal,Rainy
5454,20.0,89,17.5,80.0,partly cloudy,995.84,1,Winter,3.5,coastal,Rainy
11888,44.0,89,23.0,96.0,partly cloudy,1016.82,4,Summer,2.5,mountain,Cloudy
5443,21.0,89,16.5,58.0,overcast,993.03,2,Winter,3.5,coastal,Rainy
698,3.0,89,7.0,82.0,overcast,998.9,1,Winter,3.0,mountain,Snowy
5552,27.0,89,9.5,53.0,overcast,1014.06,2,Autumn,2.5,coastal,Rainy
6291,-4.0,89,12.5,73.0,overcast,983.3,1,Winter,4.0,inland,Snowy
11759,-3.0,89,16.0,83.0,overcast,991.08,0,Winter,2.0,mountain,Snowy
5902,23.0,89,16.5,61.0,partly cloudy,993.26,2,Autumn,3.5,coastal,Rainy
1515,-7.0,89,0.5,76.0,overcast,994.46,1,Winter,2.0,inland,Snowy
11897,31.0,89,5.0,82.0,overcast,1017.98,3,Winter,1.5,mountain,Rainy
6337,16.0,89,3.5,93.0,clear,1025.19,3,Summer,5.0,inland,Sunny
582,17.0,89,17.5,89.0,overcast,1001.82,1,Spring,4.5,coastal,Rainy
12467,3.0,89,19.0,67.0,overcast,995.64,0,Winter,5.0,inland,Snowy
5850,1.0,89,7.5,72.0,overcast,996.54,0,Winter,2.5,mountain,Snowy
6217,-1.0,89,13.5,63.0,partly cloudy,984.25,0,Winter,2.0,mountain,Snowy
5946,2.0,89,1.5,69.0,overcast,994.98,0,Winter,3.5,mountain,Snowy
3545,27.0,89,8.0,85.0,partly cloudy,1018.88,5,Spring,9.0,coastal,Sunny
8888,21.0,89,8.0,60.0,partly cloudy,1008.81,2,Spring,4.0,inland,Rainy
5993,11.0,89,9.5,91.0,overcast,1007.41,3,Autumn,3.0,mountain,Rainy
12942,0.0,89,18.5,75.0,overcast,983.64,1,Winter,2.5,inland,Snowy
11350,22.0,89,13.0,96.0,overcast,1009.7,0,Spring,4.5,inland,Rainy
5986,-5.0,89,1.5,89.0,overcast,986.05,1,Winter,4.0,inland,Snowy
6634,21.0,89,15.0,54.0,partly cloudy,995.68,0,Autumn,2.5,inland,Rainy
1419,-10.0,89,3.5,92.0,overcast,980.34,0,Winter,2.5,inland,Snowy
2276,15.0,89,4.0,96.0,partly cloudy,1019.24,5,Autumn,10.0,coastal,Cloudy
10980,0.0,89,15.5,60.0,overcast,981.29,0,Winter,3.5,inland,Snowy
1772,15.0,89,13.0,58.0,overcast,999.24,3,Summer,4.5,mountain,Rainy
5233,22.0,89,6.5,75.0,overcast,1018.98,2,Summer,3.5,inland,Rainy
9620,-8.0,89,8.0,91.0,overcast,986.67,1,Winter,2.5,inland,Snowy
5187,24.0,89,18.5,63.0,overcast,1017.78,3,Winter,3.5,coastal,Rainy
8789,13.0,89,19.0,80.0,partly cloudy,1002.13,0,Autumn,2.0,mountain,Rainy
4461,0.0,89,16.5,72.0,overcast,996.51,1,Winter,5.0,inland,Snowy
6595,2.0,89,19.5,81.0,overcast,983.93,2,Winter,1.5,inland,Snowy
2257,-7.0,89,6.0,76.0,overcast,998.16,0,Winter,1.5,inland,Snowy
229,22.0,89,12.0,85.0,partly cloudy,1017.54,11,Winter,2.0,coastal,Cloudy
10446,6.0,89,32.0,103.0,overcast,995.62,0,Winter,2.0,inland,Snowy
8221,3.0,89,35.0,71.0,partly cloudy,983.96,2,Winter,2.5,mountain,Snowy
9330,12.0,89,3.0,91.0,overcast,1018.46,3,Spring,4.5,mountain,Cloudy
2242,20.0,89,11.5,76.0,partly cloudy,1029.28,12,Spring,8.5,inland,Sunny
5802,0.0,89,3.5,73.0,overcast,980.86,0,Winter,3.0,mountain,Snowy
5960,36.0,89,39.0,88.0,overcast,1002.66,0,Summer,2.5,coastal,Rainy
4076,31.0,89,19.0,72.0,overcast,1000.47,1,Summer,1.5,mountain,Rainy
8502,-10.0,89,19.5,78.0,overcast,987.66,0,Winter,4.5,inland,Snowy
10432,15.0,89,15.5,92.0,overcast,1003.07,0,Winter,4.5,coastal,Rainy
11870,-3.0,89,13.5,93.0,overcast,996.79,1,Winter,4.5,mountain,Snowy
1759,-20.0,89,12.5,106.0,overcast,990.89,5,Winter,1.0,mountain,Snowy
9679,-10.0,89,0.0,65.0,overcast,995.24,0,Winter,1.5,mountain,Snowy
5281,-3.0,89,44.0,109.0,overcast,985.01,12,Winter,5.5,inland,Snowy
4416,-6.0,89,12.5,78.0,overcast,989.36,0,Winter,3.5,mountain,Snowy
4413,-9.0,89,17.0,94.0,overcast,997.31,0,Winter,4.5,inland,Snowy
12912,34.0,89,19.5,69.0,partly cloudy,996.03,0,Summer,3.5,inland,Rainy
13147,35.0,89,15.0,94.0,overcast,1005.3,1,Spring,5.0,coastal,Cloudy
12141,4.0,89,12.0,94.0,overcast,981.75,7,Winter,1.5,mountain,Snowy
10937,26.0,89,12.0,96.0,partly cloudy,1014.36,2,Spring,1.5,coastal,Rainy
66,25.0,89,1.5,87.0,partly cloudy,1017.16,11,Summer,6.5,mountain,Sunny
13134,30.0,89,10.5,89.0,overcast,994.68,2,Summer,4.5,mountain,Rainy
5836,-2.0,89,14.5,90.0,overcast,992.86,1,Winter,3.5,mountain,Snowy
11683,15.0,89,16.0,51.0,partly cloudy,1019.08,2,Summer,4.5,mountain,Rainy
5925,23.0,89,19.0,84.0,overcast,996.07,2,Autumn,4.0,inland,Rainy
2175,27.0,89,11.0,69.0,overcast,1016.05,1,Winter,1.5,coastal,Rainy
1752,26.0,89,6.5,81.0,overcast,999.23,0,Autumn,3.0,mountain,Rainy
10973,13.0,88,10.5,71.0,overcast,1017.93,0,Spring,2.0,coastal,Rainy
96,23.0,88,11.5,65.0,overcast,1000.74,1,Winter,5.0,mountain,Rainy
95,17.0,88,18.0,83.0,partly cloudy,1026.94,0,Spring,5.5,mountain,Sunny
10861,28.0,88,41.0,102.0,overcast,996.15,11,Autumn,2.0,coastal,Rainy
425,0.0,88,4.5,59.0,overcast,983.67,0,Winter,4.0,inland,Snowy
10129,-2.0,88,8.5,62.0,overcast,995.44,0,Winter,5.0,mountain,Snowy
10976,-6.0,88,4.0,52.0,overcast,987.95,1,Winter,1.0,mountain,Snowy
11549,21.0,88,19.0,90.0,overcast,993.03,0,Spring,1.5,mountain,Rainy
7016,36.0,88,20.5,93.0,clear,1011.96,7,Summer,4.0,mountain,Sunny
2746,-9.0,88,5.0,96.0,partly cloudy,992.04,1,Winter,3.0,inland,Snowy
2675,-5.0,88,14.5,53.0,overcast,985.74,1,Winter,4.5,mountain,Snowy
7976,32.0,88,14.5,96.0,overcast,1008.32,2,Autumn,4.5,mountain,Rainy
8339,24.0,88,11.0,54.0,partly cloudy,1010.16,3,Autumn,3.5,inland,Rainy
1909,18.0,88,7.0,65.0,overcast,995.42,2,Summer,2.0,coastal,Rainy
7201,-10.0,88,13.5,61.0,overcast,987.5,1,Winter,4.0,inland,Snowy
5519,32.0,88,11.5,56.0,overcast,1014.94,3,Summer,2.0,inland,Rainy
4625,-8.0,88,14.0,60.0,partly cloudy,989.11,1,Winter,2.5,inland,Snowy
9993,17.0,88,14.5,73.0,overcast,997.35,3,Autumn,2.5,mountain,Rainy
7199,24.0,88,11.0,107.0,overcast,1004.99,10,Summer,5.5,inland,Rainy
1760,38.0,88,19.5,85.0,partly cloudy,1009.03,0,Spring,4.5,inland,Cloudy
10135,-6.0,88,5.5,63.0,overcast,990.99,1,Winter,4.5,mountain,Snowy
13132,31.0,88,12.0,73.0,overcast,994.11,1,Summer,3.0,coastal,Rainy
8161,3.0,88,4.0,56.0,overcast,992.67,0,Winter,2.0,mountain,Snowy
12295,-10.0,88,9.5,97.0,partly cloudy,999.84,0,Winter,2.5,inland,Snowy
12092,4.0,88,10.5,52.0,partly cloudy,999.85,0,Winter,1.0,mountain,Snowy
5515,-2.0,88,7.0,71.0,partly cloudy,982.88,1,Winter,3.5,mountain,Snowy
4237,3.0,88,7.0,51.0,partly cloudy,997.09,1,Winter,1.5,mountain,Snowy
9314,25.0,88,6.0,72.0,overcast,993.38,0,Winter,4.0,coastal,Rainy
13142,-9.0,88,13.0,51.0,overcast,993.69,1,Winter,1.0,inland,Snowy
9013,19.0,88,7.5,50.0,partly cloudy,996.16,0,Summer,4.5,inland,Rainy
11596,0.0,88,30.0,80.0,overcast,992.67,12,Winter,1.0,mountain,Snowy
3081,-1.0,88,3.0,82.0,overcast,985.51,1,Winter,3.0,mountain,Snowy
11533,-4.0,88,13.0,99.0,overcast,987.66,0,Winter,2.0,mountain,Snowy
5597,-9.0,88,16.5,86.0,overcast,991.89,1,Winter,2.0,inland,Snowy
2573,14.0,88,6.5,60.0,overcast,1016.66,0,Autumn,3.0,mountain,Rainy
10800,28.0,88,16.0,89.0,partly cloudy,995.21,0,Winter,3.0,mountain,Rainy
10940,1.0,88,8.5,98.0,overcast,999.12,5,Winter,3.5,mountain,Snowy
11593,-7.0,88,18.0,56.0,overcast,990.88,1,Winter,5.0,inland,Snowy
10914,29.0,88,24.5,92.0,overcast,992.31,6,Summer,0.5,coastal,Rainy
7900,0.0,88,12.5,77.0,overcast,989.89,1,Winter,3.5,inland,Snowy
7177,19.0,88,19.0,65.0,overcast,1010.98,0,Summer,4.5,inland,Rainy
9293,15.0,88,27.0,71.0,partly cloudy,1018.77,5,Winter,9.5,inland,Cloudy
9893,39.0,88,19.5,85.0,clear,1018.33,5,Summer,6.5,coastal,Sunny
907,24.0,88,44.5,76.0,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
7908,23.0,88,9.0,51.0,partly cloudy,1019.69,1,Summer,3.0,inland,Rainy
7282,4.0,88,18.0,63.0,overcast,997.77,1,Winter,4.0,mountain,Snowy
12722,-8.0,88,5.0,97.0,partly cloudy,985.16,0,Winter,3.0,mountain,Snowy
1823,38.0,88,23.5,78.0,overcast,1002.81,6,Winter,6.5,inland,Cloudy
10928,-3.0,88,19.5,53.0,overcast,995.84,1,Winter,4.0,mountain,Snowy
8792,-7.0,88,9.5,87.0,overcast,995.22,0,Winter,4.5,mountain,Snowy
3912,21.0,88,14.5,91.0,partly cloudy,993.84,3,Autumn,5.0,coastal,Rainy
4193,32.0,88,15.0,85.0,overcast,1010.1,0,Summer,4.5,coastal,Rainy
9998,11.0,88,22.5,77.0,clear,1028.97,11,Summer,7.0,mountain,Sunny
4148,26.0,88,16.5,97.0,overcast,990.55,1,Spring,5.0,mountain,Rainy
1063,30.0,88,12.0,84.0,overcast,1006.2,1,Autumn,2.0,coastal,Rainy
8683,37.0,88,11.5,102.0,partly cloudy,1012.82,5,Winter,1.0,coastal,Rainy
1108,4.0,88,7.0,85.0,overcast,988.15,1,Winter,1.5,mountain,Snowy
11584,11.0,88,15.5,89.0,overcast,995.55,1,Summer,3.5,mountain,Rainy
1829,16.0,88,12.5,53.0,overcast,994.58,2,Spring,1.5,coastal,Rainy
11807,-10.0,88,14.0,77.0,overcast,981.59,0,Winter,3.0,mountain,Snowy
8114,38.0,88,1.5,100.0,clear,1028.91,9,Winter,7.5,mountain,Sunny
1791,1.0,88,2.5,70.0,overcast,998.54,1,Winter,2.0,mountain,Snowy
1863,-6.0,88,0.0,92.0,overcast,983.02,0,Winter,1.5,mountain,Snowy
10898,44.0,88,13.0,79.0,overcast,1018.83,3,Spring,9.0,mountain,Cloudy
9862,23.0,88,15.0,93.0,partly cloudy,994.7,1,Summer,4.5,mountain,Rainy
5980,-1.0,88,13.5,95.0,overcast,991.69,1,Winter,1.5,inland,Snowy
13165,14.0,88,11.5,74.0,overcast,994.87,2,Spring,5.0,mountain,Rainy
9019,18.0,88,10.0,57.0,partly cloudy,996.4,1,Winter,1.5,coastal,Rainy
6112,30.0,88,9.0,76.0,overcast,1009.19,2,Spring,4.0,coastal,Rainy
1604,2.0,88,3.5,65.0,overcast,980.94,1,Winter,1.0,inland,Snowy
10111,3.0,88,5.0,54.0,overcast,987.78,0,Winter,3.0,mountain,Snowy
9018,-9.0,88,17.0,79.0,overcast,981.05,1,Winter,1.5,mountain,Snowy
421,15.0,88,11.0,60.0,partly cloudy,999.44,1,Autumn,3.0,mountain,Rainy
4906,-5.0,88,4.5,98.0,overcast,982.3,0,Winter,2.5,inland,Snowy
2152,-2.0,88,5.5,77.0,overcast,988.18,0,Winter,4.0,mountain,Snowy
281,12.0,88,9.5,76.0,partly cloudy,990.58,1,Spring,5.0,mountain,Rainy
5086,2.0,88,17.5,93.0,overcast,998.72,1,Winter,4.5,inland,Snowy
10301,28.0,88,9.0,66.0,overcast,1000.65,2,Summer,4.5,coastal,Rainy
6536,-6.0,88,6.5,92.0,partly cloudy,993.17,1,Winter,4.0,inland,Snowy
6529,24.0,88,17.5,58.0,overcast,1007.43,1,Spring,2.0,inland,Rainy
4719,33.0,88,15.0,98.0,partly cloudy,1002.06,3,Winter,4.5,coastal,Rainy
2839,-8.0,88,12.0,80.0,overcast,993.19,1,Winter,4.5,inland,Snowy
6497,26.0,88,18.5,81.0,overcast,992.92,3,Winter,4.5,inland,Rainy
9731,-16.0,88,15.0,70.0,overcast,996.61,6,Winter,2.0,inland,Snowy
10524,21.0,88,11.0,81.0,partly cloudy,1005.55,3,Spring,4.5,coastal,Rainy
12614,26.0,88,13.5,103.0,overcast,1011.27,4,Summer,2.0,coastal,Rainy
6776,19.0,88,13.0,79.0,overcast,995.25,1,Spring,4.0,coastal,Rainy
10498,31.0,88,40.0,102.0,overcast,1018.33,4,Autumn,1.5,mountain,Rainy
550,-9.0,88,5.0,63.0,overcast,981.68,0,Winter,3.0,inland,Snowy
3277,-8.0,88,1.0,70.0,overcast,992.06,0,Winter,3.5,mountain,Snowy
177,34.0,88,19.5,73.0,overcast,1018.01,1,Spring,4.0,inland,Rainy
7237,18.0,88,18.5,89.0,overcast,1017.99,2,Autumn,1.5,coastal,Rainy
2384,11.0,88,15.5,82.0,overcast,992.52,0,Spring,3.0,mountain,Rainy
170,33.0,88,19.0,98.0,overcast,998.8,2,Autumn,3.0,mountain,Rainy
12984,37.0,88,16.5,71.0,partly cloudy,1014.15,4,Summer,7.5,inland,Cloudy
7610,-10.0,88,35.5,104.0,overcast,983.73,13,Winter,1.0,inland,Snowy
11106,29.0,88,8.0,79.0,partly cloudy,993.58,3,Spring,2.0,inland,Rainy
2125,60.0,88,21.0,78.0,overcast,1009.94,10,Winter,8.5,coastal,Cloudy
1959,-8.0,88,11.5,52.0,overcast,984.01,1,Winter,2.0,inland,Snowy
11450,22.0,88,17.0,99.0,overcast,991.58,1,Spring,2.0,coastal,Rainy
4429,31.0,88,8.5,82.0,overcast,1019.85,0,Autumn,3.5,coastal,Rainy
